Address,Latitude,Longitude
WOODLANDS AVENUE 3,1.43277433932257,103.779091222588
WOODLANDS STREET 41,1.42653320281893,103.77717776754
YISHUN STREET 71,1.42764685183222,103.830480360286
BEDOK NORTH ROAD,1.32785578389017,103.939708785127
BEDOK RESERVOIR ROAD,1.33758734617106,103.921963603077
BEDOK RESERVOIR CRESCENT,1.33654252433262,103.922134311843
ORCHARD ROAD,1.30409785787899,103.832251902468
JALAN BELIBAS,1.35552686987938,103.834614757467
JALAN CHEGAR,1.35388451913049,103.838403046335
JALAN CHEMPAH,1.3541189806059,103.839031057253
JALAN HARI RAYA,1.35458301294619,103.837665282107
JALAN KELI,1.34679111096474,103.881826475709
JALAN KHAMIS,1.35405399027377,103.837155636389
JALAN IKAN MERAH,1.35416199380035,103.834457892167
JALAN ISNIN,1.35357890936811,103.836588922781
JALAN MINGGU,1.35359729881323,103.836323007597
JALAN PINTAU,1.35403571119605,103.839944840605
JALAN SEMBILANG,1.35656298269035,103.834025473029
JALAN TERUBOK,1.35374495932617,103.834912156395
SHUNFU ROAD,1.35200745401591,103.837031862103
SIN MING ROAD,1.36017975226367,103.840443758583
FLOWER ROAD,1.35876583009662,103.8827558184
GLASGOW ROAD,1.3621830000581,103.87608360085
HIGHLAND CLOSE,1.35843776556055,103.879278514914
KOVAN ROAD,1.36156729111649,103.885363752044
LOWLAND ROAD,1.36127530504481,103.883633496702
PALM GROVE AVENUE,1.36113033989464,103.879490673901
PHILLIPS AVENUE,1.36384138732137,103.874778864932
RICHARDS AVENUE,1.3608929248799,103.882131154791
RICHARDS PLACE,1.36122360592146,103.881421941642
TEOW HOCK AVENUE,1.36244029810526,103.879776928145
UPPER SERANGOON ROAD,1.36027320517183,103.885004583147
DUBLIN ROAD,1.29825045669159,103.84026619091
EBER ROAD,1.29874865744547,103.840315207211
LLOYD ROAD,1.36624659001037,103.976015569505
OXLEY RISE,1.29737860639544,103.843222328094
OXLEY ROAD,1.29920891125192,103.841332567976
PENANG ROAD,1.30007672782272,103.841229266697
BALMORAL CRESCENT,1.31585628957472,103.834009973852
BALMORAL ROAD,1.31348794645771,103.829908098471
BUKIT TIMAH ROAD,1.33598462897818,103.782662149166
LORONG 7 TOA PAYOH,1.33496995780087,103.857192519078
LORONG 8 TOA PAYOH,1.3402610461881,103.854395758866
JALAN KECHOT,1.32170404759606,103.905707168433
LORONG MARZUKI,1.3237974236111,103.908340024962
JALAN RAHMAT,1.32147771257438,103.908111262829
LORONG SARINA,1.32014742772287,103.906103107981
JALAN GEMBIRA,1.33267785158309,103.879504594318
JALAN MULIA,1.33282076143466,103.879083831098
JALAN SETIA,1.33322916261221,103.878995584117
JOO SENG ROAD,1.33520143444299,103.878702994487
UPPER ALJUNIED LANE,1.33495593074876,103.881581049872
DEVONSHIRE ROAD,1.29719285545648,103.837470929944
YISHUN AVENUE 7,1.43706628204098,103.831120689838
YISHUN RING ROAD,1.41691210086435,103.835336299063
JALAN LAPANG,1.32299141849363,103.918637621864
JALAN SENTOSA,1.32193817998373,103.917237748767
JALAN WARINGIN,1.32238260378164,103.917808446936
WARINGIN PARK,1.32286071484121,103.919319755253
WARINGIN WALK,1.32223246304352,103.918541483215
PASIR RIS DRIVE 6,1.37030597181051,103.957726863885
CANTONMENT CLOSE,1.27550544136483,103.839922725842
CANTONMENT ROAD,1.27549895431693,103.841398475091
YAN KIT ROAD,1.27632291221941,103.842195022479
CLAYMORE ROAD,1.30803347738244,103.829025149921
DRAYCOTT PARK,1.31008460714385,103.830715676333
GILSTEAD ROAD,1.31496035037871,103.838459402687
SIMS DRIVE,1.31672380462251,103.878786208516
CLEMENTI AVENUE 5,1.31542671896834,103.766840120707
JALAN TECK WHYE,1.37820351130765,103.756450878128
TECK WHYE LANE,1.38041181166501,103.75258047021
JOO AVENUE,1.31519645146945,103.85562358078
RANGOON ROAD,1.31476979071809,103.854051989281
SING AVENUE,1.31442784690881,103.854590851448
PASIR RIS DRIVE 4,1.36899801064525,103.958647641559
YISHUN STREET 71,1.42764685183222,103.830480360286
BEATTY ROAD,1.31429091534286,103.858317002144
LAVENDER STREET,1.31337862160315,103.861165196035
BENDEMEER ROAD,1.3262165821023,103.870410472318
WHAMPOA SOUTH,1.32448737406528,103.866368168069
BISHAN STREET 24,1.35728842987328,103.843790117762
CANBERRA DRIVE,1.43769199919618,103.830277614211
DALHOUSIE LANE,1.30516781916415,103.852139180048
UPPER DICKSON ROAD,1.30664098347292,103.852281853719
ENG KONG GARDEN,1.33698149844588,103.769107734287
JALAN BAHAGIA,1.32602102238192,103.858991981159
WHAMPOA ROAD,1.32604996571129,103.855601472404
JALAN RAJAH,1.32697770817966,103.847365848461
JALAN RAMA RAMA,1.3269225590077,103.849241627567
LORONG 1A TOA PAYOH,1.33669264885385,103.844796096205
MURAI FARMWAY,1.38585299497089,103.69638791304
PARK VILLAS GREEN,1.36748560436634,103.879246018742
PARK VILLAS RISE,1.3676928597278,103.876687419041
PASIR RIS STREET 21,1.37245132722087,103.962922699031
SERENADE WALK,1.37976415220444,103.834644035125
YISHUN AVENUE 2,1.416244081375,103.833187928653
YISHUN AVENUE 3,1.42347167139153,103.830623267044
YISHUN STREET 21,1.43260423932066,103.838011671738
AMBER GARDENS,1.30137638010264,103.898166752118
ANG MO KIO AVENUE 1,1.36544473560131,103.839573124991
BARTLEY ROAD,1.34402402314337,103.871851538396
EDEN GROVE,1.34387710487363,103.871598925171
CHOA CHU KANG CENTRAL,1.38525196962708,103.745864156514
FARRER ROAD,1.31743915158967,103.807379214161
HONG SAN WALK,1.37771148616043,103.747462093029
HOUGANG AVENUE 10,1.3717101782629,103.894247824437
HOUGANG AVENUE 8,1.37143736463902,103.881261079192
JALAN KELICHAP,1.34679111096474,103.881826475709
PAYA LEBAR WALK,1.34871686428942,103.880557851137
JURONG EAST STREET 21,1.33553382554428,103.743865452312
JURONG WEST STREET 41,1.3495018729112,103.724914436238
PASIR RIS DRIVE 3,1.37467493364268,103.95245665763
PASIR RIS STREET 12,1.36705021516612,103.958181857039
RIVER VALLEY ROAD,1.29297278649017,103.843829057532
RIVIERA DRIVE,1.31617599689021,103.94341446427
UPPER EAST COAST ROAD,1.31428500790923,103.934117241924
SELETAR GREEN VIEW,1.37996162580863,103.873509980953
SENGKANG EAST WAY,1.39114107116285,103.898917307865
ST George's LANE,1.32263933076595,103.861706374536
ST THOMAS WALK,1.29674487098967,103.836857532646
WOODLANDS STREET 31,1.42985190596079,103.774650139881
WOODLANDS STREET 32,1.43154436490385,103.778095217113
BEDOK NORTH ROAD,1.32785578389017,103.939708785127
BEDOK RESERVOIR ROAD,1.33758734617106,103.921963603077
BEDOK RESERVOIR CRESCENT,1.33654252433262,103.922134311843
ORCHARD ROAD,1.30409785787899,103.832251902468
JALAN BELIBAS,1.35552686987938,103.834614757467
JALAN CHEGAR,1.35388451913049,103.838403046335
JALAN CHEMPAH,1.3541189806059,103.839031057253
JALAN HARI RAYA,1.35458301294619,103.837665282107
JALAN KELI,1.34679111096474,103.881826475709
JALAN KHAMIS,1.35405399027377,103.837155636389
JALAN IKAN MERAH,1.35416199380035,103.834457892167
JALAN ISNIN,1.35357890936811,103.836588922781
JALAN MINGGU,1.35359729881323,103.836323007597
JALAN PINTAU,1.35403571119605,103.839944840605
JALAN SEMBILANG,1.35656298269035,103.834025473029
JALAN TERUBOK,1.35374495932617,103.834912156395
SHUNFU ROAD,1.35200745401591,103.837031862103
SIN MING ROAD,1.36017975226367,103.840443758583
DA SILVA LANE,1.36355650607885,103.883935704039
FLOWER ROAD,1.35876583009662,103.8827558184
GLASGOW ROAD,1.3621830000581,103.87608360085
HIGHLAND CLOSE,1.35843776556055,103.879278514914
HIGHLAND ROAD,1.3559409162358,103.876662848308
HIGHLAND WALK,1.35881932526225,103.879647238082
KOVAN ROAD,1.36156729111649,103.885363752044
LOWLAND ROAD,1.36127530504481,103.883633496702
PALM GROVE AVENUE,1.36113033989464,103.879490673901
PHILLIPS AVENUE,1.36384138732137,103.874778864932
RICHARDS AVENUE,1.3608929248799,103.882131154791
RICHARDS PLACE,1.36122360592146,103.881421941642
TEOW HOCK AVENUE,1.36244029810526,103.879776928145
UPPER SERANGOON ROAD,1.36027320517183,103.885004583147
BALMORAL CRESCENT,1.31585628957472,103.834009973852
BALMORAL ROAD,1.31348794645771,103.829908098471
BUKIT TIMAH ROAD,1.33598462897818,103.782662149166
DUBLIN ROAD,1.29825045669159,103.84026619091
EBER ROAD,1.29874865744547,103.840315207211
LLOYD ROAD,1.36624659001037,103.976015569505
OXLEY RISE,1.29737860639544,103.843222328094
OXLEY ROAD,1.29920891125192,103.841332567976
OXLEY WALK,1.29659578899507,103.842393872828
PENANG ROAD,1.30007672782272,103.841229266697
JALAN GEMBIRA,1.33267785158309,103.879504594318
JALAN MULIA,1.33282076143466,103.879083831098
JALAN SETIA,1.33322916261221,103.878995584117
JOO SENG ROAD,1.33520143444299,103.878702994487
UPPER ALJUNIED LINK,1.33495593074876,103.881581049872
UPPER ALJUNIED LANE,1.33495593074876,103.881581049872
DEVONSHIRE ROAD,1.29719285545648,103.837470929944
YISHUN AVENUE 7,1.43706628204098,103.831120689838
YISHUN RING ROAD,1.41691210086435,103.835336299063
JALAN LAPANG,1.32299141849363,103.918637621864
JALAN SENTOSA,1.32193817998373,103.917237748767
JALAN WARINGIN,1.32238260378164,103.917808446936
WARINGIN PARK,1.32286071484121,103.919319755253
WARINGIN WALK,1.32223246304352,103.918541483215
YISHUN AVENUE 5,1.43076992740758,103.833036581863
DUNEARN ROAD,1.32162720092152,103.823497961309
GILSTEAD ROAD,1.31496035037871,103.838459402687
PASIR RIS DRIVE 6,1.37030597181051,103.957726863885
GUILLEMARD ROAD,1.31454090676881,103.892407902763
LORONG 4 GEYLANG,1.31132969345473,103.87602835242
LORONG 6 GEYLANG,1.31115202963177,103.876674762958
LORONG 8 GEYLANG,1.31181054326776,103.877164387335
ANTHONY ROAD,1.31054973665848,103.839177089119
CAIRNHILL CIRCLE,1.30557829834877,103.838140768626
CAIRNHILL ROAD,1.30564918648762,103.837499350934
PECK HAY ROAD,1.30810793174444,103.839546062882
BALESTIER ROAD,1.3194793262088,103.854276707693
JALAN AMPAS,1.32594687231998,103.850839479307
JALAN KEMAMAN,1.32634786222236,103.849903424117
PUNGGOL PLACE,1.40541353588128,103.896823897352
CASSIA CRESCENT,1.30894452962256,103.883530101124
JALAN TIGA,1.30782060282339,103.885092299824
CLAYMORE ROAD,1.30803347738244,103.829025149921
DRAYCOTT PARK,1.31008460714385,103.830715676333
GEYLANG BAHRU,1.32005980149776,103.871792121922
KALLANG BAHRU,1.32192623597067,103.872800894771
JURONG EAST STREET 21,1.33553382554428,103.743865452312
KIM KEAT AVENUE,1.33211291451911,103.85741659944
TOA PAYOH EAST,1.33627489786901,103.854700248891
SELETAR GREEN VIEW,1.37996162580863,103.873509980953
TUAS SOUTH AVENUE 1,1.31878041527957,103.62910078978
LORONG 28 GEYLANG,1.31304113579468,103.885713201642
LORONG 30 GEYLANG,1.31345709214795,103.886467318231
HILLVIEW AVENUE,1.35693511358913,103.76158888098
HOUGANG AVENUE 8,1.37143736463902,103.881261079192
HUME AVENUE,1.35310655182137,103.769720424411
LEONIE HILL,1.29726576079823,103.833215060257
LORONG 1 TOA PAYOH,1.34123820692527,103.846389510905
LORONG 3 GEYLANG,1.31193842312929,103.874584510427
UPPER BOON KENG ROAD,1.31360661382131,103.870398673134
MARTIN PLACE,1.29437722137868,103.838517275046
RIVER VALLEY ROAD,1.29297278649017,103.843829057532
ROBERTSON QUAY,1.29100592388418,103.83595714844
RODYK STREET,1.29093691491922,103.838346278046
TAMPINES STREET 73,1.3582883775473,103.931386628373
WOODLANDS STREET 31,1.42985190596079,103.774650139881
YISHUN AVENUE 2,1.416244081375,103.833187928653
YISHUN AVENUE 3,1.42347167139153,103.830623267044
YISHUN STREET 21,1.43260423932066,103.838011671738
ANG MO KIO AVENUE 10,1.37380851539559,103.854594160873
WOODGROVE VIEW,1.42774242546891,103.776999599567
BARTLEY ROAD,1.34402402314337,103.871851538396
EDEN GROVE,1.34387710487363,103.871598925171
BISHAN STREET 22,1.35777333921775,103.844621257265
CAVENAGH ROAD,1.30226198295862,103.841113190259
CHOA CHU KANG CENTRAL,1.38525196962708,103.745864156514
CHOA CHU KANG CRESCENT,1.38234139419018,103.750776869899
CLEMENTI AVENUE 4,1.32217649495476,103.764912144396
COMMONWEALTH DRIVE,1.2999663767853,103.797720130697
COMPASSVALE WALK,1.38933634766574,103.900257243982
FARRER ROAD,1.31743915158967,103.807379214161
GOODLINK PARK,1.42648061919217,103.8252420843
PLATINA ROAD,1.42756202366437,103.826112602001
HOUGANG AVENUE 5,1.36709855359263,103.896978678668
JALAN KELICHAP,1.34679111096474,103.881826475709
PAYA LEBAR WALK,1.34871686428942,103.880557851137
JURONG WEST AVE 1,1.35043776611303,103.7181137591
KIM TIAN RD,1.2848073380459,103.829298010559
TOA PAYOH NORTH,1.34179751560264,103.846110668033
LORONG LEW LIAN,1.35052006015449,103.875560517345
MEYER ROAD,1.2985702588568,103.894203752062
PASIR RIS DRIVE 1,1.3748820566351,103.940592109521
PASIR RIS STREET 52,1.37505696315817,103.945289416873
POTONG PASIR AVENUE 1,1.33270900444627,103.867989929028
SIMS AVENUE,1.31616360917262,103.889545199814
TAMPINES AVENUE 4,1.34656173045585,103.937340025822
TECK WHYE LANE,1.38041181166501,103.75258047021
TELOK BLANGAH HEIGHTS,1.27425274045994,103.812429094644
TOH YI DRIVE,1.33904480982037,103.774300403826
UBI AVENUE 1,1.33118509619133,103.902098626147
WATTEN DRIVE,1.32750469463613,103.806415805098
WATTEN HEIGHTS,1.33170272809519,103.808986504669
WOODLANDS DRIVE 72,1.44411840891704,103.804444768882
Bedok North Road,1.32785578389017,103.939708785127
Bedok Reservoir Road,1.33758734617106,103.921963603077
Bedok Reservoir Crescent,1.33654252433262,103.922134311843
Orchard Road,1.30409785787899,103.832251902468
Da Silva Lane,1.36355650607885,103.883935704039
Flower Road,1.35876583009662,103.8827558184
Glasgow Road,1.3621830000581,103.87608360085
Highland Close,1.35843776556055,103.879278514914
Highland Road,1.3559409162358,103.876662848308
Highland Walk,1.35881932526225,103.879647238082
Kovan Road,1.36156729111649,103.885363752044
Lowland Road,1.36127530504481,103.883633496702
Palm Grove Avenue,1.36113033989464,103.879490673901
Phillips Avenue,1.36384138732137,103.874778864932
Richards Avenue,1.3608929248799,103.882131154791
Richards Place,1.36122360592146,103.881421941642
Simon Walk,1.36238225321649,103.885133725208
Teow Hock Avenue,1.36244029810526,103.879776928145
Upper Serangoon Road,1.36027320517183,103.885004583147
Jalan Belibas,1.35552686987938,103.834614757467
Jalan Chegar,1.35388451913049,103.838403046335
Jalan Chempah,1.3541189806059,103.839031057253
Jalan Hari Raya,1.35458301294619,103.837665282107
Jalan Keli,1.34679111096474,103.881826475709
Jalan Khamis,1.35405399027377,103.837155636389
Jalan Ikan Merah,1.35416199380035,103.834457892167
Jalan Isnin,1.35357890936811,103.836588922781
Jalan Minggu,1.35359729881323,103.836323007597
Jalan Pintau,1.35403571119605,103.839944840605
Jalan Rabu,1.35397254666801,103.836888516152
Jalan Sembilang,1.35656298269035,103.834025473029
Jalan Terubok,1.35374495932617,103.834912156395
Shunfu Road,1.35200745401591,103.837031862103
Sin Ming Road,1.36017975226367,103.840443758583
Balmoral Crescent,1.31585628957472,103.834009973852
Balmoral Road,1.31348794645771,103.829908098471
Bukit Timah Road,1.33598462897818,103.782662149166
Jalan Gembira,1.33267785158309,103.879504594318
Jalan Mulia,1.33282076143466,103.879083831098
Jalan Setia,1.33322916261221,103.878995584117
Joo Seng Road,1.33520143444299,103.878702994487
Upper Aljunied Lane,1.33495593074876,103.881581049872
Devonshire Road,1.29719285545648,103.837470929944
Canberra Drive,1.43769199919618,103.830277614211
Yishun Avenue 7,1.43706628204098,103.831120689838
Yishun Ring Road,1.41691210086435,103.835336299063
Chancery Lane,1.31845020233528,103.836596501045
Dunearn Road,1.32162720092152,103.823497961309
Gilstead Road,1.31496035037871,103.838459402687
Guillemard Road,1.31454090676881,103.892407902763
Lorong 4 Geylang,1.31132969345473,103.87602835242
Lorong 6 Geylang,1.31115202963177,103.876674762958
Lorong 8 Geylang,1.31181054326776,103.877164387335
Anthony Road,1.31054973665848,103.839177089119
Cairnhill Circle,1.30557829834877,103.838140768626
Cairnhill Rise,1.30655426322836,103.839372976253
Cairnhill Road,1.30564918648762,103.837499350934
Peck Hay Road,1.30810793174444,103.839546062882
Balestier Road,1.3194793262088,103.854276707693
Jalan Ampas,1.32594687231998,103.850839479307
Jalan Kemaman,1.32634786222236,103.849903424117
Kang Ching Road,1.33929895602766,103.721639410645
Lorong 9 Geylang,1.31244748028311,103.876349019317
Lorong 11 Geylang,1.31262340379271,103.876943696969
Lorong 13 Geylang,1.31265305788603,103.877559703496
Lorong 15 Geylang,1.312829380594,103.878147917575
Pasir Ris Drive 1,1.3748820566351,103.940592109521
Martin Place,1.29437722137868,103.838517275046
River Valley Road,1.29297278649017,103.843829057532
Bukit Batok Street 33,1.36139508011177,103.746516655571
Bukit Batok West Avenue 4,1.3629029334905,103.746483437421
Lorong 28 Geylang,1.31304113579468,103.885713201642
Lorong 30 Geylang,1.31345709214795,103.886467318231
Hougang Avenue 5,1.36709855359263,103.896978678668
Hougang Avenue 7,1.35370313485788,103.890680820842
Hougang Avenue 8,1.37143736463902,103.881261079192
Hougang Avenue 10,1.3717101782629,103.894247824437
Lorong 1 Toa Payoh,1.34123820692527,103.846389510905
Lorong 17 Geylang,1.31295535798145,103.878972648946
Sims Avenue,1.31616360917262,103.889545199814
Lorong 3 Geylang,1.31193842312929,103.874584510427
Upper Boon Keng Road,1.31360661382131,103.870398673134
Tampines Street 41,1.35783243904096,103.945773504554
Yishun Avenue 5,1.43076992740758,103.833036581863
Yishun Street 72,1.42539842441665,103.833259035976
Ang Mo Kio Avenue 5,1.37731149652799,103.860485872465
Ang Mo Kio Street 52,1.37196445720109,103.851763531681
Ashwood Grove,1.42847134631471,103.775902193843
Woodgrove View,1.42774242546891,103.776999599567
Jalan Dusun,1.32696539864482,103.84367423097
Bishan Street 22,1.35777333921775,103.844621257265
Bukit Batok Street 31,1.35809928242123,103.750719669325
Changi North Street 1,1.35346214950032,103.968413818329
Choa Chu Kang Crescent,1.38234139419018,103.750776869899
Commonwealth Drive,1.2999663767853,103.797720130697
Eunos Crescent,1.32465648439267,103.903243112164
Hume Avenue,1.35310655182137,103.769720424411
Minbu Road,1.32337432256355,103.850380826925
Shan Road,1.32591275851831,103.846864567537
New Industrial Road,1.34218993689472,103.884669304026
Pasir Ris Drive 6,1.37030597181051,103.957726863885
Tampines Street 12,1.35845019253569,103.933253522348
Teck Whye Lane,1.38041181166501,103.75258047021
Toh Yi Drive,1.33904480982037,103.774300403826
Woodlands Street 82,1.4436333190966,103.790433081042
Bedok Reservoir View,1.33657512592489,103.935921211882
Bukit Panjang Ring Road,1.37727545203058,103.773096813492
Butterworth Lane,1.3125313169466,103.89458179066
Ipoh Lane,1.31184221477958,103.894784770422
Cantonment Road,1.27549895431693,103.841398475091
Clementi Avenue 3,1.31264808511529,103.765680279865
Compassvale Bow,1.38118444074898,103.895405962866
Dalvey Estate,1.31630295042462,103.820262112702
Lewis Road,1.32084379385904,103.823206216568
Farleigh Avenue,1.36446029733043,103.86540061509
Serangoon Garden Way,1.36207769662254,103.872886143989
Jalan Sindor,1.38333019306037,103.872428862457
Jurong East Street 24,1.34306217556914,103.738233469424
Jurong West Street 24,1.34917250597288,103.707198295428
Jurong West Street 74,1.34872282721415,103.698821970733
Westwood Avenue,1.35303111947953,103.699032856657
Leicester Road,1.32943069562467,103.867357251861
Meyappa Chettiar Road,1.33202729656296,103.868659488195
Lorong 7 Toa Payoh,1.33496995780087,103.857192519078
Lorong 8 Toa Payoh,1.3402610461881,103.854395758866
Pasir Ris Street 52,1.37505696315817,103.945289416873
Ubi Avenue 1,1.33118509619133,103.902098626147
Upper Thomson Road,1.39272924871518,103.818405291369
Yishun Avenue 11,1.43076992740758,103.833036581863
Yishun Street 61,1.41874603005991,103.837319288919
Bedok North Road,1.32785578389017,103.939708785127
Bedok Reservoir Road,1.33758734617106,103.921963603077
Bedok Reservoir Crescent,1.33654252433262,103.922134311843
Orchard Road,1.30409785787899,103.832251902468
Da Silva Lane,1.36355650607885,103.883935704039
Flower Road,1.35876583009662,103.8827558184
Glasgow Road,1.3621830000581,103.87608360085
Highland Close,1.35843776556055,103.879278514914
Highland Road,1.3559409162358,103.876662848308
Highland Walk,1.35881932526225,103.879647238082
Kovan Road,1.36156729111649,103.885363752044
Lowland Road,1.36127530504481,103.883633496702
Palm Grove Avenue,1.36113033989464,103.879490673901
Phillips Avenue,1.36384138732137,103.874778864932
Richards Avenue,1.3608929248799,103.882131154791
Richards Place,1.36122360592146,103.881421941642
Simon Walk,1.36238225321649,103.885133725208
Teow Hock Avenue,1.36244029810526,103.879776928145
Upper Serangoon Road,1.36027320517183,103.885004583147
Jalan Belibas,1.35552686987938,103.834614757467
Jalan Chegar,1.35388451913049,103.838403046335
Jalan Chempah,1.3541189806059,103.839031057253
Jalan Hari Raya,1.35458301294619,103.837665282107
Jalan Keli,1.34679111096474,103.881826475709
Jalan Khamis,1.35405399027377,103.837155636389
Jalan Ikan Merah,1.35416199380035,103.834457892167
Jalan Isnin,1.35357890936811,103.836588922781
Jalan Minggu,1.35359729881323,103.836323007597
Jalan Pintau,1.35403571119605,103.839944840605
Jalan Rabu,1.35397254666801,103.836888516152
Jalan Sembilang,1.35656298269035,103.834025473029
Jalan Terubok,1.35374495932617,103.834912156395
Shunfu Road,1.35200745401591,103.837031862103
Sin Ming Road,1.36017975226367,103.840443758583
Balmoral Crescent,1.31585628957472,103.834009973852
Balmoral Road,1.31348794645771,103.829908098471
Bukit Timah Road,1.33598462897818,103.782662149166
Canberra Drive,1.43769199919618,103.830277614211
Yishun Avenue 7,1.43706628204098,103.831120689838
Yishun Ring Road,1.41691210086435,103.835336299063
Yishun Street 11,1.43076992740758,103.833036581863
Devonshire Road,1.29719285545648,103.837470929944
Jalan Gembira,1.33267785158309,103.879504594318
Jalan Mulia,1.33282076143466,103.879083831098
Joo Seng Road,1.33520143444299,103.878702994487
Upper Aljunied Lane,1.33495593074876,103.881581049872
Chancery Lane,1.31845020233528,103.836596501045
Dunearn Road,1.32162720092152,103.823497961309
Gilstead Road,1.31496035037871,103.838459402687
Guillemard Road,1.31454090676881,103.892407902763
Lorong 4 Geylang,1.31132969345473,103.87602835242
Lorong 6 Geylang,1.31115202963177,103.876674762958
Lorong 8 Geylang,1.31181054326776,103.877164387335
Balestier Road,1.3194793262088,103.854276707693
Jalan Ampas,1.32594687231998,103.850839479307
Jalan Kemaman,1.32634786222236,103.849903424117
Kim Keat Road,1.32420580518988,103.85247150073
Lorong 9 Geylang,1.31244748028311,103.876349019317
Lorong 11 Geylang,1.31262340379271,103.876943696969
Lorong 13 Geylang,1.31265305788603,103.877559703496
Lorong 15 Geylang,1.312829380594,103.878147917575
Anthony Road,1.31054973665848,103.839177089119
Cairnhill Circle,1.30557829834877,103.838140768626
Cairnhill Rise,1.30655426322836,103.839372976253
Cairnhill Road,1.30564918648762,103.837499350934
Peck Hay Road,1.30810793174444,103.839546062882
Kang Ching Road,1.33929895602766,103.721639410645
Lorong 1 Toa Payoh,1.34123820692527,103.846389510905
Pasir Ris Drive 1,1.3748820566351,103.940592109521
Martin Place,1.29437722137868,103.838517275046
River Valley Road,1.29297278649017,103.843829057532
Tampines Street 12,1.35845019253569,103.933253522348
Yishun Avenue 5,1.43076992740758,103.833036581863
Yishun Street 72,1.42539842441665,103.833259035976
Bukit Batok Street 33,1.36139508011177,103.746516655571
Bukit Batok West Avenue 4,1.3629029334905,103.746483437421
Lorong 28 Geylang,1.31304113579468,103.885713201642
Lorong 30 Geylang,1.31345709214795,103.886467318231
Hougang Avenue 7,1.35370313485788,103.890680820842
Hougang Avenue 8,1.37143736463902,103.881261079192
Hougang Avenue 10,1.3717101782629,103.894247824437
Lorong 17 Geylang,1.31295535798145,103.878972648946
Sims Avenue,1.31616360917262,103.889545199814
Lorong 3 Geylang,1.31193842312929,103.874584510427
Upper Boon Keng Road,1.31360661382131,103.870398673134
Tampines Street 41,1.35783243904096,103.945773504554
Ang Mo Kio Avenue 5,1.37731149652799,103.860485872465
Ang Mo Kio Street 52,1.37196445720109,103.851763531681
Ashwood Grove,1.42847134631471,103.775902193843
Woodgrove View,1.42774242546891,103.776999599567
Jalan Dusun,1.32696539864482,103.84367423097
Bishan Street 22,1.35777333921775,103.844621257265
Bukit Batok Street 31,1.35809928242123,103.750719669325
Changi North Street 1,1.35346214950032,103.968413818329
Choa Chu Kang Crescent,1.38234139419018,103.750776869899
Commonwealth Drive,1.2999663767853,103.797720130697
Eunos Crescent,1.32465648439267,103.903243112164
Hume Avenue,1.35310655182137,103.769720424411
Minbu Road,1.32337432256355,103.850380826925
Shan Road,1.32591275851831,103.846864567537
Pasir Ris Drive 6,1.37030597181051,103.957726863885
Teck Whye Lane,1.38041181166501,103.75258047021
Toh Yi Drive,1.33904480982037,103.774300403826
Woodlands Street 82,1.4436333190966,103.790433081042
Brighton Avenue,1.36218205197725,103.870866575578
Brighton Crescent,1.36307386891448,103.870629214325
Bukit Panjang Ring Road,1.37727545203058,103.773096813492
Butterworth Lane,1.3125313169466,103.89458179066
Ipoh Lane,1.31184221477958,103.894784770422
Cantonment Road,1.27549895431693,103.841398475091
Chin Swee Road,1.28741411030412,103.84201477461
Compassvale Bow,1.38118444074898,103.895405962866
Dalvey Estate,1.31630295042462,103.820262112702
Lewis Road,1.32084379385904,103.823206216568
Farleigh Avenue,1.36446029733043,103.86540061509
Serangoon Garden Way,1.36207769662254,103.872886143989
Jalan Rajah,1.32697770817966,103.847365848461
Jurong East Street 24,1.34306217556914,103.738233469424
Jurong West Street 24,1.34917250597288,103.707198295428
Jurong West Street 74,1.34872282721415,103.698821970733
Westwood Avenue,1.35303111947953,103.699032856657
Leicester Road,1.32943069562467,103.867357251861
Meyappa Chettiar Road,1.33202729656296,103.868659488195
Lorong 7 Toa Payoh,1.33496995780087,103.857192519078
Lorong 8 Toa Payoh,1.3402610461881,103.854395758866
New Industrial Road,1.34218993689472,103.884669304026
Sembawang Close,1.43485534655252,103.802807596844
Sembawang Crescent,1.44405152662976,103.819525889968
Tampines Street 21,1.35343545338046,103.953023672678
Tampines Street 83,1.35036280478376,103.934554541156
Ubi Avenue 1,1.33118509619133,103.902098626147
Upper Thomson Road,1.39272924871518,103.818405291369
Woodlands Avenue 6,1.42862831485658,103.79630400484
Yishun Avenue 11,1.43076992740758,103.833036581863
Yishun Street 61,1.41874603005991,103.837319288919
Orchard Road,1.30409785787899,103.832251902468
Da Silva Lane,1.36355650607885,103.883935704039
Flower Road,1.35876583009662,103.8827558184
Glasgow Road,1.3621830000581,103.87608360085
Highland Close,1.35843776556055,103.879278514914
Highland Road,1.3559409162358,103.876662848308
Highland Walk,1.35881932526225,103.879647238082
Kovan Road,1.36156729111649,103.885363752044
Lowland Road,1.36127530504481,103.883633496702
Palm Grove Avenue,1.36113033989464,103.879490673901
Phillips Avenue,1.36384138732137,103.874778864932
Richards Avenue,1.3608929248799,103.882131154791
Richards Place,1.36122360592146,103.881421941642
Rosyth Road,1.36306930491581,103.873945366339
Simon Place,1.36353999955579,103.884509670141
Teow Hock Avenue,1.36244029810526,103.879776928145
Upper Serangoon Road,1.36027320517183,103.885004583147
Jalan Belibas,1.35552686987938,103.834614757467
Jalan Chegar,1.35388451913049,103.838403046335
Jalan Chempah,1.3541189806059,103.839031057253
